Frame,Object Name,X,Y
18,arnaud_lp.005,857,96
18,arnaud_lp.005,216,67
18,arnaud_lp.005,791,13
18,arnaud_lp.003,617,389
18,arnaud_lp.003,698,461
18,arnaud_lp.003,450,36
18,arnaud_lp,135,280
18,arnaud_lp,656,310
18,arnaud_lp,128,183
18,arnaud_lp,168,145
18,arnaud_lp,121,96
18,arnaud_lp,265,143
18,arnaud_lp,705,6
19,olivier_lp.011,846,25
19,olivier_lp.011,385,34
19,olivier_lp.009,587,250
19,olivier_lp.009,672,16
19,olivier_lp.007,178,98
19,olivier_lp.007,252,78
19,olivier_lp.007,22,112
19,olivier_lp.007,247,231
19,olivier_lp.007,509,78
19,olivier_lp.007,33,12
19,olivier_lp.007,167,26
19,olivier_lp.005,288,394
19,olivier_lp.005,477,238
19,olivier_lp,61,367
19,olivier_lp,772,130
19,eric_lp.011,703,349
19,eric_lp.011,62,316
19,eric_lp.011,70,102
19,eric_lp.011,783,14
19,eric_lp.009,772,71
19,eric_lp.007,206,12
19,eric_lp.005,427,306
19,eric_lp.005,295,155
19,eric_lp.003,948,157
19,eric_lp.003,700,1
19,eric_lp.003,662,14
19,eric_lp.003,679,4
19,eric_lp,255,444
19,eric_lp,721,147
19,eric_lp,294,252
19,arnaud_lp.011,563,177
19,arnaud_lp.011,948,239
19,arnaud_lp.011,320,61
19,arnaud_lp.011,187,43
19,arnaud_lp.009,196,38
19,arnaud_lp.007,152,197
19,arnaud_lp.007,776,129
19,arnaud_lp.007,347,213
19,arnaud_lp.005,856,95
19,arnaud_lp.005,215,67
19,arnaud_lp.005,790,13
19,arnaud_lp.003,615,389
19,arnaud_lp.003,701,461
19,arnaud_lp.003,451,36
19,arnaud_lp,133,280
19,arnaud_lp,655,310
19,arnaud_lp,127,183
19,arnaud_lp,166,145
19,arnaud_lp,119,96
19,arnaud_lp,266,143
19,arnaud_lp,706,6
20,olivier_lp.011,847,25
20,olivier_lp.011,387,33
20,olivier_lp.009,584,250
20,olivier_lp.009,674,16
20,olivier_lp.007,180,98
20,olivier_lp.007,250,78
20,olivier_lp.007,19,112
20,olivier_lp.007,245,231
20,olivier_lp.007,512,78
20,olivier_lp.007,35,13
20,olivier_lp.007,169,26
20,olivier_lp.005,286,394
20,olivier_lp.005,479,239
20,olivier_lp,63,366
20,olivier_lp,771,130
20,eric_lp.011,706,349
20,eric_lp.011,64,316
20,eric_lp.011,72,102
20,eric_lp.011,781,13
20,eric_lp.009,770,71
20,eric_lp.007,207,12
20,eric_lp.005,429,306
20,eric_lp.005,293,155
20,eric_lp.003,947,157
20,eric_lp.003,701,1
20,eric_lp.003,663,14
20,eric_lp.003,680,4
20,eric_lp,257,444
20,eric_lp,722,147
20,eric_lp,296,252
20,arnaud_lp.011,565,177
20,arnaud_lp.011,950,238
20,arnaud_lp.011,319,61
20,arnaud_lp.011,188,42
20,arnaud_lp.009,195,38
20,arnaud_lp.007,150,197
20,arnaud_lp.007,778,129
20,arnaud_lp.007,345,213
20,arnaud_lp.005,855,95
20,arnaud_lp.005,214,67
20,arnaud_lp.005,790,13
20,arnaud_lp.003,613,389
20,arnaud_lp.003,703,462
20,arnaud_lp.003,452,36
20,arnaud_lp,131,280
20,arnaud_lp,653,310
20,arnaud_lp,126,183
20,arnaud_lp,165,145
20,arnaud_lp,118,96
20,arnaud_lp,267,144
20,arnaud_lp,707,6
21,olivier_lp.011,849,25
21,olivier_lp.011,388,33
21,olivier_lp.009,581,250
21,olivier_lp.009,675,16
21,olivier_lp.007,183,99
21,olivier_lp.007,248,78
21,olivier_lp.007,17,112
21,olivier_lp.007,242,232
21,olivier_lp.007,514,78
21,olivier_lp.007,36,13
21,olivier_lp.007,171,26
21,olivier_lp.005,284,394
21,olivier_lp.005,480,239
21,olivier_lp,65,366
21,olivier_lp,770,130
21,eric_lp.011,709,349
21,eric_lp.011,67,316
21,eric_lp.011,73,102
21,eric_lp.011,780,13
21,eric_lp.009,768,71
21,eric_lp.007,208,12
21,eric_lp.005,431,306
21,eric_lp.005,292,155
21,eric_lp.003,945,158
21,eric_lp.003,702,1
21,eric_lp.003,664,14
21,eric_lp.003,681,5
21,eric_lp,259,444
21,eric_lp,724,147
21,eric_lp,297,252
21,arnaud_lp.011,568,177
21,arnaud_lp.011,952,238
21,arnaud_lp.011,317,61
21,arnaud_lp.011,190,42
21,arnaud_lp.009,193,38
21,arnaud_lp.007,148,196
21,arnaud_lp.007,780,129
21,arnaud_lp.007,343,213
21,arnaud_lp.005,854,95
21,arnaud_lp.005,213,67
21,arnaud_lp.005,789,13
21,arnaud_lp.003,612,388
21,arnaud_lp.003,704,462
21,arnaud_lp.003,453,36
21,arnaud_lp,130,280
21,arnaud_lp,651,310
21,arnaud_lp,125,183
21,arnaud_lp,164,145
21,arnaud_lp,117,96
21,arnaud_lp,268,144
21,arnaud_lp,708,7
22,olivier_lp.011,850,25
22,olivier_lp.011,390,33
22,olivier_lp.009,579,249
22,olivier_lp.009,677,15
22,olivier_lp.007,185,99
22,olivier_lp.007,245,79
22,olivier_lp.007,15,112
22,olivier_lp.007,239,233
22,olivier_lp.007,516,79
22,olivier_lp.007,38,13
22,olivier_lp.007,173,27
22,olivier_lp.005,283,393
22,olivier_lp.005,481,239
22,olivier_lp,66,366
22,olivier_lp,769,130
22,eric_lp.011,711,349
22,eric_lp.011,70,316
22,eric_lp.011,75,101
22,eric_lp.011,778,13
22,eric_lp.009,767,71
22,eric_lp.007,210,11
22,eric_lp.005,432,307
22,eric_lp.005,291,155
22,eric_lp.003,944,158
22,eric_lp.003,703,1
22,eric_lp.003,665,14
22,eric_lp.003,682,5
22,eric_lp,261,444
22,eric_lp,725,147
22,eric_lp,299,252
22,arnaud_lp.011,570,176
22,arnaud_lp.011,955,238
22,arnaud_lp.011,315,61
22,arnaud_lp.011,191,42
22,arnaud_lp.009,191,38
22,arnaud_lp.007,145,197
22,arnaud_lp.007,782,129
22,arnaud_lp.007,340,213
22,arnaud_lp.005,853,95
22,arnaud_lp.005,212,67
22,arnaud_lp.005,788,13
22,arnaud_lp.003,610,388
22,arnaud_lp.003,706,462
22,arnaud_lp.003,454,36
22,arnaud_lp,128,280
22,arnaud_lp,649,310
22,arnaud_lp,123,183
22,arnaud_lp,163,145
22,arnaud_lp,116,96
22,arnaud_lp,269,144
22,arnaud_lp,708,7
23,olivier_lp.011,852,25
23,olivier_lp.011,391,33
23,olivier_lp.009,577,249
23,olivier_lp.009,679,15
23,olivier_lp.007,188,99
23,olivier_lp.007,243,79
23,olivier_lp.007,13,113
23,olivier_lp.007,236,233
23,olivier_lp.007,518,79
23,olivier_lp.007,40,13
23,olivier_lp.007,175,27
23,olivier_lp.005,282,393
23,olivier_lp.005,482,239
23,olivier_lp,68,366
23,olivier_lp,768,130
23,eric_lp.011,714,348
23,eric_lp.011,72,315
23,eric_lp.011,77,101
23,eric_lp.011,777,12
23,eric_lp.009,765,71
23,eric_lp.007,211,11
23,eric_lp.005,434,307
23,eric_lp.005,289,155
23,eric_lp.003,943,158
23,eric_lp.003,704,1
23,eric_lp.003,666,15
23,eric_lp.003,683,5
23,eric_lp,263,444
23,eric_lp,726,148
23,eric_lp,301,252
23,arnaud_lp.011,572,176
23,arnaud_lp.011,957,238
23,arnaud_lp.011,314,60
23,arnaud_lp.011,193,42
23,arnaud_lp.009,190,37
23,arnaud_lp.007,143,197
23,arnaud_lp.007,784,129
23,arnaud_lp.007,338,213
23,arnaud_lp.005,852,95
23,arnaud_lp.005,211,67
23,arnaud_lp.005,786,13
23,arnaud_lp.003,608,387
23,arnaud_lp.003,708,462
23,arnaud_lp.003,455,36
23,arnaud_lp,127,280
23,arnaud_lp,648,309
23,arnaud_lp,122,183
23,arnaud_lp,161,145
23,arnaud_lp,115,96
23,arnaud_lp,271,144
23,arnaud_lp,709,7
24,olivier_lp.011,853,25
24,olivier_lp.011,393,33
24,olivier_lp.009,574,248
24,olivier_lp.009,680,15
24,olivier_lp.007,190,99
24,olivier_lp.007,241,79
24,olivier_lp.007,11,113
24,olivier_lp.007,234,233
24,olivier_lp.007,520,79
24,olivier_lp.007,42,14
24,olivier_lp.007,176,27
24,olivier_lp.005,280,392
24,olivier_lp.005,483,239
24,olivier_lp,69,365
24,olivier_lp,767,130
24,eric_lp.011,717,348
24,eric_lp.011,75,315
24,eric_lp.011,78,101
24,eric_lp.011,775,12
24,eric_lp.009,763,70
24,eric_lp.007,213,11
24,eric_lp.005,435,307
24,eric_lp.005,288,155
24,eric_lp.003,941,158
24,eric_lp.003,705,1
24,eric_lp.003,667,15
24,eric_lp.003,684,5
24,eric_lp,265,444
24,eric_lp,727,148
24,eric_lp,302,252
24,arnaud_lp.011,574,176
24,arnaud_lp.011,312,60
24,arnaud_lp.011,195,42
24,arnaud_lp.009,188,37
24,arnaud_lp.007,140,197
24,arnaud_lp.007,786,129
24,arnaud_lp.007,335,214
24,arnaud_lp.005,850,95
24,arnaud_lp.005,209,67
24,arnaud_lp.005,785,13
24,arnaud_lp.003,607,387
24,arnaud_lp.003,710,463
24,arnaud_lp.003,456,36
24,arnaud_lp,126,280
24,arnaud_lp,646,309
24,arnaud_lp,121,183
24,arnaud_lp,160,145
24,arnaud_lp,114,96
24,arnaud_lp,272,144
24,arnaud_lp,710,7
25,olivier_lp.011,855,25
25,olivier_lp.011,394,32
25,olivier_lp.009,572,248
25,olivier_lp.009,682,15
25,olivier_lp.007,192,99
25,olivier_lp.007,239,79
25,olivier_lp.007,9,113
25,olivier_lp.007,231,233
25,olivier_lp.007,521,79
25,olivier_lp.007,43,13
25,olivier_lp.007,178,27
25,olivier_lp.005,278,392
25,olivier_lp.005,485,239
25,olivier_lp,71,365
25,olivier_lp,766,130
25,eric_lp.011,719,348
25,eric_lp.011,77,315
25,eric_lp.011,80,101
25,eric_lp.011,774,12
25,eric_lp.009,761,70
25,eric_lp.007,214,11
25,eric_lp.005,437,307
25,eric_lp.005,287,155
25,eric_lp.003,940,158
25,eric_lp.003,706,1
25,eric_lp.003,668,15
25,eric_lp.003,685,5
25,eric_lp,267,444
25,eric_lp,729,148
25,eric_lp,303,252
25,arnaud_lp.011,577,176
25,arnaud_lp.011,310,60
25,arnaud_lp.011,196,42
25,arnaud_lp.009,186,37
25,arnaud_lp.007,137,197
25,arnaud_lp.007,789,129
25,arnaud_lp.007,333,214
25,arnaud_lp.005,849,95
25,arnaud_lp.005,208,67
25,arnaud_lp.005,784,13
25,arnaud_lp.003,605,387
25,arnaud_lp.003,712,463
25,arnaud_lp.003,457,36
25,arnaud_lp,124,279
25,arnaud_lp,645,308
25,arnaud_lp,120,182
25,arnaud_lp,159,144
25,arnaud_lp,114,95
25,arnaud_lp,273,144
25,arnaud_lp,711,7
26,olivier_lp.011,856,25
26,olivier_lp.011,396,32
26,olivier_lp.009,570,248
26,olivier_lp.009,683,15
26,olivier_lp.007,194,99
26,olivier_lp.007,237,79
26,olivier_lp.007,7,113
26,olivier_lp.007,229,233
26,olivier_lp.007,523,78
26,olivier_lp.007,45,13
26,olivier_lp.007,180,27
26,olivier_lp.005,277,391
26,olivier_lp.005,0,95
26,olivier_lp.005,486,239
26,olivier_lp.003,0,19
26,olivier_lp,73,365
26,olivier_lp,765,130
26,eric_lp.011,722,348
26,eric_lp.011,80,314
26,eric_lp.011,82,101
26,eric_lp.011,772,12
26,eric_lp.009,760,70
26,eric_lp.007,216,11
26,eric_lp.005,438,307
26,eric_lp.005,286,155
26,eric_lp.003,938,158
26,eric_lp.003,707,1
26,eric_lp.003,669,15
26,eric_lp.003,686,5
26,eric_lp,269,444
26,eric_lp,730,148
26,eric_lp,305,252
26,arnaud_lp.011,579,176
26,arnaud_lp.011,308,61
26,arnaud_lp.011,198,42
26,arnaud_lp.009,184,37
26,arnaud_lp.007,135,198
26,arnaud_lp.007,791,129
26,arnaud_lp.007,330,215
26,arnaud_lp.005,848,95
26,arnaud_lp.005,207,67
26,arnaud_lp.005,783,13
26,arnaud_lp.003,604,386
26,arnaud_lp.003,713,463
26,arnaud_lp.003,457,36
26,arnaud_lp,123,279
26,arnaud_lp,644,308
26,arnaud_lp,119,182
26,arnaud_lp,158,144
26,arnaud_lp,113,95
26,arnaud_lp,274,144
26,arnaud_lp,959,235
26,arnaud_lp,712,7
27,olivier_lp.011,858,25
27,olivier_lp.011,398,33
27,olivier_lp.009,567,248
27,olivier_lp.009,685,15
27,olivier_lp.007,196,99
27,olivier_lp.007,235,79
27,olivier_lp.007,5,112
27,olivier_lp.007,226,233
27,olivier_lp.007,525,78
27,olivier_lp.007,47,13
27,olivier_lp.007,181,27
27,olivier_lp.005,275,391
27,olivier_lp.005,1,95
27,olivier_lp.005,487,239
27,olivier_lp.003,1,19
27,olivier_lp,74,365
27,olivier_lp,764,130
27,eric_lp.011,725,348
27,eric_lp.011,83,314
27,eric_lp.011,84,101
27,eric_lp.011,770,12
27,eric_lp.009,758,71
27,eric_lp.007,218,12
27,eric_lp.005,440,308
27,eric_lp.005,285,155
27,eric_lp.003,937,158
27,eric_lp.003,708,1
27,eric_lp.003,670,15
27,eric_lp.003,687,5
27,eric_lp,270,443
27,eric_lp,731,147
27,eric_lp,306,252
27,arnaud_lp.011,581,176
27,arnaud_lp.011,306,61
27,arnaud_lp.011,200,42
27,arnaud_lp.009,183,37
27,arnaud_lp.007,132,199
27,arnaud_lp.007,793,130
27,arnaud_lp.007,327,216
27,arnaud_lp.005,846,95
27,arnaud_lp.005,206,67
27,arnaud_lp.005,782,13
27,arnaud_lp.003,602,386
27,arnaud_lp.003,715,463
27,arnaud_lp.003,458,36
27,arnaud_lp,122,279
27,arnaud_lp,642,308
27,arnaud_lp,118,182
27,arnaud_lp,157,144
27,arnaud_lp,112,95
27,arnaud_lp,274,144
27,arnaud_lp,958,235
27,arnaud_lp,713,7
28,olivier_lp.011,860,25
28,olivier_lp.011,399,33
28,olivier_lp.009,565,248
28,olivier_lp.009,686,15
28,olivier_lp.007,198,98
28,olivier_lp.007,233,79
28,olivier_lp.007,3,112
28,olivier_lp.007,224,233
28,olivier_lp.007,527,78
28,olivier_lp.007,48,13
28,olivier_lp.007,183,26
28,olivier_lp.005,274,391
28,olivier_lp.005,2,95
28,olivier_lp.005,488,239
28,olivier_lp.003,2,19
28,olivier_lp,76,365
28,olivier_lp,762,130
28,eric_lp.011,728,349
28,eric_lp.011,86,314
28,eric_lp.011,86,101
28,eric_lp.011,769,12
28,eric_lp.009,756,71
28,eric_lp.007,220,12
28,eric_lp.005,441,307
28,eric_lp.005,283,154
28,eric_lp.003,936,158
28,eric_lp.003,708,1
28,eric_lp.003,671,15
28,eric_lp.003,687,5
28,eric_lp,272,443
28,eric_lp,732,147
28,eric_lp,307,251
28,arnaud_lp.011,584,177
28,arnaud_lp.011,304,61
28,arnaud_lp.011,202,42
28,arnaud_lp.009,181,36
28,arnaud_lp.007,129,199
28,arnaud_lp.007,795,130
28,arnaud_lp.007,325,216
28,arnaud_lp.005,845,95
28,arnaud_lp.005,205,67
28,arnaud_lp.005,781,13
28,arnaud_lp.003,601,386
28,arnaud_lp.003,717,463
28,arnaud_lp.003,459,36
28,arnaud_lp,121,279
28,arnaud_lp,641,308
28,arnaud_lp,117,182
28,arnaud_lp,156,144
28,arnaud_lp,111,95
28,arnaud_lp,275,144
28,arnaud_lp,957,235
28,arnaud_lp,713,7
29,olivier_lp.011,861,26
29,olivier_lp.011,401,33
29,olivier_lp.009,562,248
29,olivier_lp.009,688,15
29,olivier_lp.007,200,98
29,olivier_lp.007,232,79
29,olivier_lp.007,1,112
29,olivier_lp.007,221,233
29,olivier_lp.007,529,78
29,olivier_lp.007,50,13
29,olivier_lp.007,185,26
29,olivier_lp.005,272,391
29,olivier_lp.005,2,95
29,olivier_lp.005,490,239
29,olivier_lp.003,3,19
29,olivier_lp,78,365
29,olivier_lp,761,130
29,eric_lp.011,731,349
29,eric_lp.011,89,315
29,eric_lp.011,88,101
29,eric_lp.011,767,12
29,eric_lp.009,754,71
29,eric_lp.007,221,12
29,eric_lp.005,442,307
29,eric_lp.005,282,154
29,eric_lp.003,935,158
29,eric_lp.003,709,1
29,eric_lp.003,672,15
29,eric_lp.003,688,5
29,eric_lp,274,442
29,eric_lp,733,147
29,eric_lp,308,251
29,arnaud_lp.011,586,177
29,arnaud_lp.011,302,61
29,arnaud_lp.011,204,42
29,arnaud_lp.009,179,36
29,arnaud_lp.007,127,199
29,arnaud_lp.007,797,130
29,arnaud_lp.007,323,216
29,arnaud_lp.005,844,95
29,arnaud_lp.005,204,67
29,arnaud_lp.005,780,13
29,arnaud_lp.003,599,386
29,arnaud_lp.003,718,463
29,arnaud_lp.003,460,36
29,arnaud_lp,120,279
29,arnaud_lp,640,307
29,arnaud_lp,116,182
29,arnaud_lp,155,144
29,arnaud_lp,110,95
29,arnaud_lp,276,143
29,arnaud_lp,956,235
29,arnaud_lp,714,7
30,olivier_lp.011,863,26
30,olivier_lp.011,403,33
30,olivier_lp.009,560,248
30,olivier_lp.009,690,15
30,olivier_lp.007,202,98
30,olivier_lp.007,230,78
30,olivier_lp.007,219,233
30,olivier_lp.007,531,78
30,olivier_lp.007,51,13
30,olivier_lp.007,186,26
30,olivier_lp.005,271,391
30,olivier_lp.005,3,95
30,olivier_lp.005,491,239
30,olivier_lp.003,4,19
30,olivier_lp,80,365
30,olivier_lp,760,130
30,eric_lp.011,734,349
30,eric_lp.011,92,315
30,eric_lp.011,90,102
30,eric_lp.011,765,13
30,eric_lp.009,752,71
30,eric_lp.007,223,12
30,eric_lp.005,444,307
30,eric_lp.005,281,154
30,eric_lp.003,934,158
30,eric_lp.003,710,1
30,eric_lp.003,673,15
30,eric_lp.003,689,5
30,eric_lp,275,442
30,eric_lp,734,147
30,eric_lp,309,251
30,arnaud_lp.011,589,178
30,arnaud_lp.011,300,61
30,arnaud_lp.011,205,43
30,arnaud_lp.009,177,37
30,arnaud_lp.007,125,199
30,arnaud_lp.007,799,130
30,arnaud_lp.007,321,217
30,arnaud_lp.005,843,95
30,arnaud_lp.005,203,67
30,arnaud_lp.005,779,12
30,arnaud_lp.003,598,386
30,arnaud_lp.003,720,463
30,arnaud_lp.003,461,36
30,arnaud_lp,118,279
30,arnaud_lp,638,307
30,arnaud_lp,115,182
30,arnaud_lp,154,143
30,arnaud_lp,109,95
30,arnaud_lp,277,143
30,arnaud_lp,955,234
30,arnaud_lp,715,7
31,olivier_lp.011,865,26
31,olivier_lp.011,405,33
31,olivier_lp.009,557,249
31,olivier_lp.009,691,16
31,olivier_lp.007,204,98
31,olivier_lp.007,228,78
31,olivier_lp.007,217,233
31,olivier_lp.007,532,78
31,olivier_lp.007,53,13
31,olivier_lp.007,188,26
31,olivier_lp.005,269,391
31,olivier_lp.005,4,95
31,olivier_lp.005,492,239
31,olivier_lp.003,5,18
31,olivier_lp,82,365
31,olivier_lp,758,130
31,eric_lp.011,737,349
31,eric_lp.011,95,315
31,eric_lp.011,93,102
31,eric_lp.011,763,13
31,eric_lp.009,750,71
31,eric_lp.007,225,12
31,eric_lp.005,445,307
31,eric_lp.005,280,154
31,eric_lp.003,933,158
31,eric_lp.003,711,1
31,eric_lp.003,673,14
31,eric_lp.003,690,5
31,eric_lp,277,442
31,eric_lp,735,147
31,eric_lp,311,251
31,arnaud_lp.011,591,178
31,arnaud_lp.011,298,61
31,arnaud_lp.011,207,43
31,arnaud_lp.009,176,37
31,arnaud_lp.007,122,199
31,arnaud_lp.007,801,129
31,arnaud_lp.007,319,217
31,arnaud_lp.005,842,95
31,arnaud_lp.005,202,66
31,arnaud_lp.005,778,12
31,arnaud_lp.003,596,386
31,arnaud_lp.003,722,463
31,arnaud_lp.003,462,36
31,arnaud_lp,117,278
31,arnaud_lp,637,307
31,arnaud_lp,114,181
31,arnaud_lp,153,143
31,arnaud_lp,108,95
31,arnaud_lp,278,143
31,arnaud_lp,954,234
31,arnaud_lp,715,7
32,olivier_lp.011,867,26
32,olivier_lp.011,406,33
32,olivier_lp.009,554,249
32,olivier_lp.009,693,16
32,olivier_lp.007,206,98
32,olivier_lp.007,226,78
32,olivier_lp.007,214,233
32,olivier_lp.007,534,78
32,olivier_lp.007,54,13
32,olivier_lp.007,190,26
32,olivier_lp.005,268,391
32,olivier_lp.005,5,95
32,olivier_lp.005,493,239
32,olivier_lp.003,6,18
32,olivier_lp,84,366
32,olivier_lp,757,130
32,eric_lp.011,740,350
32,eric_lp.011,98,315
32,eric_lp.011,95,102
32,eric_lp.011,762,13
32,eric_lp.009,748,71
32,eric_lp.007,226,12
32,eric_lp.005,446,307
32,eric_lp.005,279,154
32,eric_lp.003,932,158
32,eric_lp.003,712,1
32,eric_lp.003,674,14
32,eric_lp.003,691,5
32,eric_lp,279,442
32,eric_lp,736,147
32,eric_lp,312,250
32,arnaud_lp.011,594,178
32,arnaud_lp.011,296,61
32,arnaud_lp.011,209,43
32,arnaud_lp.009,174,37
32,arnaud_lp.007,120,199
32,arnaud_lp.007,803,129
32,arnaud_lp.007,317,217
32,arnaud_lp.005,841,95
32,arnaud_lp.005,201,66
32,arnaud_lp.005,778,12
32,arnaud_lp.003,594,386
32,arnaud_lp.003,724,464
32,arnaud_lp.003,463,36
32,arnaud_lp,116,278
32,arnaud_lp,636,307
32,arnaud_lp,113,181
32,arnaud_lp,152,143
32,arnaud_lp,107,95
32,arnaud_lp,279,143
32,arnaud_lp,952,234
32,arnaud_lp,716,7
33,olivier_lp.011,868,26
33,olivier_lp.011,408,33
33,olivier_lp.009,552,249
33,olivier_lp.009,695,16
33,olivier_lp.007,208,98
33,olivier_lp.007,224,78
33,olivier_lp.007,211,233
33,olivier_lp.007,536,78
33,olivier_lp.007,56,13
33,olivier_lp.007,191,27
33,olivier_lp.005,266,391
33,olivier_lp.005,6,95
33,olivier_lp.005,495,239
33,olivier_lp.003,7,18
33,olivier_lp,85,366
33,olivier_lp,755,130
33,eric_lp.011,743,350
33,eric_lp.011,101,315
33,eric_lp.011,97,102
33,eric_lp.011,760,13
33,eric_lp.009,746,71
33,eric_lp.007,228,12
33,eric_lp.005,448,307
33,eric_lp.005,278,154
33,eric_lp.003,930,158
33,eric_lp.003,713,1
33,eric_lp.003,675,14
33,eric_lp.003,692,5
33,eric_lp,281,441
33,eric_lp,738,147
33,eric_lp,313,250
33,arnaud_lp.011,596,178
33,arnaud_lp.011,294,61
33,arnaud_lp.011,211,43
33,arnaud_lp.009,172,37
33,arnaud_lp.007,118,199
33,arnaud_lp.007,805,129
33,arnaud_lp.007,315,216
33,arnaud_lp.005,840,94
33,arnaud_lp.005,200,66
33,arnaud_lp.005,777,12
33,arnaud_lp.003,593,386
33,arnaud_lp.003,726,464
33,arnaud_lp.003,464,36
33,arnaud_lp,114,279
33,arnaud_lp,634,307
33,arnaud_lp,112,181
33,arnaud_lp,151,143
33,arnaud_lp,106,95
33,arnaud_lp,280,143
33,arnaud_lp,951,234
33,arnaud_lp,717,7
34,olivier_lp.011,870,26
34,olivier_lp.011,410,33
34,olivier_lp.009,550,249
34,olivier_lp.009,696,16
34,olivier_lp.007,210,99
34,olivier_lp.007,222,78
34,olivier_lp.007,209,233
34,olivier_lp.007,538,78
34,olivier_lp.007,57,14
34,olivier_lp.007,193,27
34,olivier_lp.005,264,391
34,olivier_lp.005,8,95
34,olivier_lp.005,496,239
34,olivier_lp.003,8,18
34,olivier_lp,87,366
34,olivier_lp,754,130
34,eric_lp.011,745,349
34,eric_lp.011,104,314
34,eric_lp.011,98,102
34,eric_lp.011,759,13
34,eric_lp.009,744,70
34,eric_lp.007,229,12
34,eric_lp.005,449,307
34,eric_lp.005,277,154
34,eric_lp.003,929,158
34,eric_lp.003,714,1
34,eric_lp.003,676,14
34,eric_lp.003,693,5
34,eric_lp,283,441
34,eric_lp,739,147
34,eric_lp,315,250
34,arnaud_lp.011,599,178
34,arnaud_lp.011,292,61
34,arnaud_lp.011,213,43
34,arnaud_lp.009,170,38
34,arnaud_lp.007,116,198
34,arnaud_lp.007,806,129
34,arnaud_lp.007,313,216
34,arnaud_lp.005,839,94
34,arnaud_lp.005,199,66
34,arnaud_lp.005,776,12
34,arnaud_lp.003,591,386
34,arnaud_lp.003,728,464
34,arnaud_lp.003,465,36
34,arnaud_lp,113,279
34,arnaud_lp,633,307
34,arnaud_lp,111,182
34,arnaud_lp,150,143
34,arnaud_lp,105,95
34,arnaud_lp,282,143
34,arnaud_lp,950,234
34,arnaud_lp,718,7
35,olivier_lp.011,871,26
35,olivier_lp.011,411,33
35,olivier_lp.009,548,249
35,olivier_lp.009,697,16
35,olivier_lp.007,212,99
35,olivier_lp.007,221,79
35,olivier_lp.007,206,233
35,olivier_lp.007,540,79
35,olivier_lp.007,59,14
35,olivier_lp.007,195,27
35,olivier_lp.005,262,392
35,olivier_lp.005,9,96
35,olivier_lp.005,498,240
35,olivier_lp.003,9,18
35,olivier_lp,89,367
35,olivier_lp,753,130
35,eric_lp.011,748,349
35,eric_lp.011,106,314
35,eric_lp.011,100,102
35,eric_lp.011,757,13
35,eric_lp.009,742,70
35,eric_lp.007,231,12
35,eric_lp.005,451,307
35,eric_lp.005,275,154
35,eric_lp.003,928,157
35,eric_lp.003,715,1
35,eric_lp.003,677,14
35,eric_lp.003,694,5
35,eric_lp,285,441
35,eric_lp,740,147
35,eric_lp,316,250
35,arnaud_lp.011,601,178
35,arnaud_lp.011,290,61
35,arnaud_lp.011,214,43
35,arnaud_lp.009,168,38
35,arnaud_lp.007,113,198
35,arnaud_lp.007,808,129
35,arnaud_lp.007,311,216
35,arnaud_lp.005,838,94
35,arnaud_lp.005,198,66
35,arnaud_lp.005,775,12
35,arnaud_lp.003,589,387
35,arnaud_lp.003,730,464
35,arnaud_lp.003,466,37
35,arnaud_lp,111,279
35,arnaud_lp,631,307
35,arnaud_lp,109,182
35,arnaud_lp,148,144
35,arnaud_lp,104,95
35,arnaud_lp,283,143
35,arnaud_lp,948,234
35,arnaud_lp,719,7
36,olivier_lp.011,873,26
36,olivier_lp.011,412,33
36,olivier_lp.009,545,249
36,olivier_lp.009,699,16
36,olivier_lp.007,214,99
36,olivier_lp.007,219,79
36,olivier_lp.007,204,233
36,olivier_lp.007,542,79
36,olivier_lp.007,60,14
36,olivier_lp.007,196,27
36,olivier_lp.005,260,392
36,olivier_lp.005,10,96
36,olivier_lp.005,499,240
36,olivier_lp.003,9,18
36,olivier_lp,91,367
36,olivier_lp,751,130
36,eric_lp.011,750,349
36,eric_lp.011,109,313
36,eric_lp.011,102,101
36,eric_lp.011,756,13
36,eric_lp.009,741,70
36,eric_lp.007,232,12
36,eric_lp.005,452,307
36,eric_lp.005,274,154
36,eric_lp.003,926,157
36,eric_lp.003,716,1
36,eric_lp.003,678,14
36,eric_lp.003,695,5
36,eric_lp,287,441
36,eric_lp,742,147
36,eric_lp,317,250
36,arnaud_lp.011,603,177
36,arnaud_lp.011,289,60
36,arnaud_lp.011,216,42
36,arnaud_lp.009,166,38
36,arnaud_lp.007,111,198
36,arnaud_lp.007,810,129
36,arnaud_lp.007,309,216
36,arnaud_lp.005,837,94
36,arnaud_lp.005,198,66
36,arnaud_lp.005,774,11
36,arnaud_lp.003,587,387
36,arnaud_lp.003,732,464
36,arnaud_lp.003,467,37
36,arnaud_lp,110,279
36,arnaud_lp,629,307
36,arnaud_lp,108,182
36,arnaud_lp,147,144
36,arnaud_lp,103,95
36,arnaud_lp,284,143
36,arnaud_lp,946,234
36,arnaud_lp,720,7
37,olivier_lp.011,874,26
37,olivier_lp.011,414,32
37,olivier_lp.009,543,249
37,olivier_lp.009,700,16
37,olivier_lp.007,216,99
37,olivier_lp.007,217,79
37,olivier_lp.007,201,233
37,olivier_lp.007,544,79
37,olivier_lp.007,62,14
37,olivier_lp.007,198,27
37,olivier_lp.005,259,392
